"CUEANEXO","cantidad_vacantes","anio"
20115500,51,"2017"
20115800,26,"2017"
20116000,74,"2017"
20116100,45,"2017"
20116200,25,"2017"
20116500,70,"2017"
20116600,36,"2017"
20116700,22,"2017"
20116800,27,"2017"
20116900,408,"2017"
20117000,216,"2017"
20117200,51,"2017"
20117700,240,"2017"
20117800,50,"2017"
20118100,174,"2017"
20118200,91,"2017"
20118500,22,"2017"
20118900,27,"2017"
20119200,46,"2017"
20119300,59,"2017"
20119400,76,"2017"
20119700,71,"2017"
20119800,105,"2017"
20119900,73,"2017"
20120100,60,"2017"
20120101,11,"2017"
20120102,31,"2017"
20120200,23,"2017"
20120800,15,"2017"
20121100,21,"2017"
20121101,21,"2017"
20121102,28,"2017"
20121200,62,"2017"
20121300,31,"2017"
20121400,181,"2017"
20121401,53,"2017"
20121500,35,"2017"
20121600,105,"2017"
20122200,28,"2017"
20122800,113,"2017"
20123000,233,"2017"
20123100,95,"2017"
20123200,122,"2017"
20123400,36,"2017"
20123700,50,"2017"
20124000,30,"2017"
20124300,40,"2017"
20124400,67,"2017"
20124500,39,"2017"
20124700,477,"2017"
20125000,121,"2017"
20125300,154,"2017"
20125400,15,"2017"
20125500,12,"2017"
20126100,57,"2017"
20126200,43,"2017"
20126300,33,"2017"
20126400,39,"2017"
20126500,24,"2017"
20126700,43,"2017"
20127200,53,"2017"
20127300,71,"2017"
20127800,14,"2017"
20127802,70,"2017"
20127900,58,"2017"
20129100,23,"2017"
20129200,55,"2017"
20129400,10,"2017"
20129500,72,"2017"
20129700,328,"2017"
20129800,124,"2017"
20130100,25,"2017"
20130200,50,"2017"
20130300,69,"2017"
20130700,18,"2017"
20130705,25,"2017"
20130706,21,"2017"
20130707,45,"2017"
20130708,9,"2017"
20130800,48,"2017"
20130900,39,"2017"
20131100,70,"2017"
20131200,27,"2017"
20131300,29,"2017"
20131800,59,"2017"
20132000,42,"2017"
20132100,38,"2017"
20132200,25,"2017"
20132500,16,"2017"
20132501,33,"2017"
20132502,55,"2017"
20132503,3,"2017"
20132600,34,"2017"
20132800,326,"2017"
20132900,84,"2017"
20133000,18,"2017"
20133600,76,"2017"
20134000,25,"2017"
20134300,31,"2017"
20134400,37,"2017"
20134700,22,"2017"
20135100,59,"2017"
20135200,139,"2017"
20135300,44,"2017"
20135400,39,"2017"
20135500,37,"2017"
20135700,29,"2017"
20136300,88,"2017"
20136302,24,"2017"
20136400,41,"2017"
20136500,91,"2017"
20136600,29,"2017"
20136700,40,"2017"
20136800,34,"2017"
20136900,18,"2017"
20136901,44,"2017"
20136902,2,"2017"
20136903,11,"2017"
20137100,162,"2017"
20137200,41,"2017"
20137201,18,"2017"
20137202,39,"2017"
20137203,24,"2017"
20137400,122,"2017"
20137500,24,"2017"
20139200,73,"2017"
20139400,42,"2017"
20139500,102,"2017"
20139800,23,"2017"
20139900,36,"2017"
20140000,8,"2017"
20140100,34,"2017"
20140200,42,"2017"
20140500,50,"2017"
20140900,38,"2017"
20140903,45,"2017"
20140905,3,"2017"
20141000,41,"2017"
20143300,62,"2017"
20143400,45,"2017"
20143500,20,"2017"
20143600,18,"2017"
20144000,123,"2017"
20144100,60,"2017"
20144101,37,"2017"
20144102,15,"2017"
20144103,5,"2017"
20144200,61,"2017"
20144800,121,"2017"
20144900,27,"2017"
20145600,107,"2017"
20145700,8,"2017"
20146800,63,"2017"
20146900,63,"2017"
20147000,5,"2017"
20147001,52,"2017"
20147002,65,"2017"
20147003,8,"2017"
20147100,68,"2017"
20147101,36,"2017"
20147500,172,"2017"
20147800,27,"2017"
20147801,70,"2017"
20147802,28,"2017"
20147803,17,"2017"
20148600,59,"2017"
20148700,93,"2017"
20148800,40,"2017"
20148802,21,"2017"
20148803,54,"2017"
20149700,44,"2017"
20149800,28,"2017"
20150000,38,"2017"
20150100,79,"2017"
20150500,37,"2017"
20150900,5,"2017"
20151000,56,"2017"
20151200,100,"2017"
20151600,112,"2017"
20151700,31,"2017"
20152100,24,"2017"
20152200,31,"2017"
20152201,8,"2017"
20152202,30,"2017"
20152203,12,"2017"
20152204,52,"2017"
20152300,53,"2017"
20152400,29,"2017"
20152500,6,"2017"
20152600,40,"2017"
20152700,114,"2017"
20153200,22,"2017"
20153300,97,"2017"
20153900,30,"2017"
20154000,35,"2017"
20154100,50,"2017"
20154400,2,"2017"
20154401,31,"2017"
20154402,6,"2017"
20154403,41,"2017"
20154500,22,"2017"
20154501,69,"2017"
20154503,43,"2017"
20154600,28,"2017"
20154800,28,"2017"
20154900,34,"2017"
20155100,1,"2017"
20155101,37,"2017"
20155102,54,"2017"
20155200,83,"2017"
20155300,80,"2017"
20155400,77,"2017"
20155401,45,"2017"
20155500,41,"2017"
20156500,42,"2017"
20156900,19,"2017"
20156902,30,"2017"
20156903,18,"2017"
20157000,41,"2017"
20157100,59,"2017"
20157200,73,"2017"
20157400,45,"2017"
20157401,32,"2017"
20157402,10,"2017"
20157403,23,"2017"
20157500,9,"2017"
20158000,41,"2017"
20158100,46,"2017"
20158300,25,"2017"
20158301,22,"2017"
20158400,24,"2017"
20158500,61,"2017"
20158700,29,"2017"
20158701,13,"2017"
20158702,33,"2017"
20158703,12,"2017"
20158800,32,"2017"
20158900,47,"2017"
20159100,12,"2017"
20159200,13,"2017"
20159201,2,"2017"
20159202,2,"2017"
20159203,6,"2017"
20159204,1,"2017"
20159205,44,"2017"
20159300,21,"2017"
20159301,10,"2017"
20159302,2,"2017"
20159500,90,"2017"
20159502,33,"2017"
20159600,95,"2017"
20159601,41,"2017"
20159602,20,"2017"
20159700,37,"2017"
20159701,10,"2017"
20159702,44,"2017"
20159703,19,"2017"
20160000,52,"2017"
20160100,30,"2017"
20160101,11,"2017"
20160102,8,"2017"
20160200,46,"2017"
20160800,16,"2017"
20160803,12,"2017"
20160806,37,"2017"
20160807,11,"2017"
20161600,78,"2017"
20161800,43,"2017"
20162100,48,"2017"
20162700,50,"2017"
20163700,24,"2017"
20163800,28,"2017"
20163801,23,"2017"
20163802,23,"2017"
20163803,2,"2017"
20163804,60,"2017"
20163900,31,"2017"
20164000,20,"2017"
20164800,32,"2017"
20165000,65,"2017"
20165200,21,"2017"
20165300,20,"2017"
20165301,30,"2017"
20165302,33,"2017"
20165303,32,"2017"
20165800,13,"2017"
20165801,35,"2017"
20165802,16,"2017"
20165803,6,"2017"
20165900,47,"2017"
20166000,21,"2017"
20166100,45,"2017"
20166200,24,"2017"
20166500,37,"2017"
20167600,42,"2017"
20167700,32,"2017"
20167800,57,"2017"
20167900,83,"2017"
20168200,48,"2017"
20168300,56,"2017"
20168400,53,"2017"
20168600,70,"2017"
20168700,48,"2017"
20169200,48,"2017"
20169203,15,"2017"
20169204,5,"2017"
20169300,204,"2017"
20169400,112,"2017"
20169700,118,"2017"
20169800,53,"2017"
20170600,49,"2017"
20170601,34,"2017"
20170602,26,"2017"
20170603,25,"2017"
20171200,28,"2017"
20171300,50,"2017"
20171900,34,"2017"
20172700,80,"2017"
20172800,39,"2017"
20172900,35,"2017"
20173000,68,"2017"
20175100,25,"2017"
20177800,225,"2017"
20177801,64,"2017"
20178200,53,"2017"
20178300,143,"2017"
20178800,39,"2017"
20183300,15,"2017"
20183800,84,"2017"
20183900,51,"2017"
20184000,52,"2017"
20184100,41,"2017"
20185100,47,"2017"
20188200,34,"2017"
20189900,27,"2017"
20190000,72,"2017"
20190100,30,"2017"
20206300,55,"2017"
20213900,54,"2017"
20214000,48,"2017"
20214100,60,"2017"
20219900,67,"2017"
20220000,110,"2017"
20220100,32,"2017"
20220200,55,"2017"
20220300,51,"2017"
20220400,60,"2017"
20220500,52,"2017"
20220600,78,"2017"
20220700,58,"2017"
20220800,84,"2017"
20220900,63,"2017"
20221000,51,"2017"
20221100,159,"2017"
20221200,43,"2017"
20221300,130,"2017"
20223800,63,"2017"
20223900,125,"2017"
20226900,27,"2017"
20227000,99,"2017"
20227100,45,"2017"
20227101,41,"2017"
20227200,61,"2017"
20227400,55,"2017"
20227500,88,"2017"
20227800,54,"2017"
20227900,116,"2017"
20230100,45,"2017"
20230700,45,"2017"
20230800,80,"2017"
20230900,86,"2017"
20238900,53,"2017"
20239800,14,"2017"
20240100,50,"2017"
20240200,50,"2017"
20240300,29,"2017"
20241900,89,"2017"
20243500,40,"2017"
20243800,70,"2017"
20243801,47,"2017"
20243900,205,"2017"
20244000,34,"2017"
20244100,80,"2017"
20244101,24,"2017"
20244200,51,"2017"
20244400,29,"2017"
20244401,40,"2017"
20246500,57,"2017"
20246600,31,"2017"
20246700,61,"2017"
20246900,31,"2017"
20247000,120,"2017"
20250400,53,"2017"
20250500,119,"2017"
20250700,23,"2017"
20250800,77,"2017"
20274000,39,"2017"
20274500,66,"2017"
20280000,56,"2017"
20280200,149,"2017"
20280300,131,"2017"
20280301,13,"2017"
20280400,84,"2017"
20281000,144,"2017"
20281400,27,"2017"
20281600,46,"2017"
20282800,64,"2017"
20285000,83,"2017"
20287100,51,"2017"
20287500,42,"2017"
20290200,80,"2017"
20290300,113,"2017"
20290400,26,"2017"
20290500,3,"2017"
20290700,49,"2017"
20294100,72,"2017"
20294200,35,"2017"
20294300,57,"2017"
20294800,44,"2017"
20294900,114,"2017"
20295000,26,"2017"
20295200,58,"2017"
20295300,58,"2017"
20295500,106,"2017"
20296100,104,"2017"
20296700,20,"2017"
20297500,34,"2017"
20298200,60,"2017"
20298400,34,"2017"
20298500,17,"2017"
20298900,61,"2017"
20299100,35,"2017"
20300700,47,"2017"
20302700,51,"2017"
20302800,70,"2017"
20302900,55,"2017"
20303000,121,"2017"
20303100,67,"2017"
20303200,106,"2017"
20303300,83,"2017"
20303400,85,"2017"
20303500,45,"2017"
20303700,38,"2017"
20303800,34,"2017"
20303900,26,"2017"
20304100,41,"2017"
20305700,102,"2017"
78978900,112,"2017"
99900000,149,"2017"
99900100,65,"2017"
99900200,4,"2017"
